,index,name,text,episode,timestamp,inaudible_speech,nonspeech
183867,1340,LAURA,"He worked out there, right? ",2,02:23:56,,
183868,1341,"MARISHA, LAURA",Yeah. ,2,02:23:59,,
183869,1342,MATT,"You guys make your way along the edge of the loch to the outside of the fisherman's house. The house is currently being repaired. You can see in the main doorway, the door is off the hinges, and there's a large pile of ruined furniture and cabinets that have been shifted out of the building. You can also see a ",2,02:24:00,,
183870,1343,MARISHA,That's the snake I punched. ,2,02:24:37,,
183871,1344,LIAM,That's your work? That's impressive. You took it all by yourself? ,2,02:24:39,,
183872,1345,MARISHA,"Well, no. They helped me. I'm not an egomaniac. They fucking helped me. ",2,02:24:42,,
183873,1346,LIAM,But I saw your guns last night. You probably took the lead. ,2,02:24:48,,
183874,1347,MARISHA,"Give credit to the whole damn group, move on. ",2,02:24:54,,
183875,1348,TRAVIS,Flattery got you nowhere. ,2,02:25:02,,
183876,1349,TALIESIN,I'm comparing the snake to the snake that's tattooed on my hand to try and get the heads to be the exact same size. ,2,02:25:06,,
183877,1350,LIAM,We have been in the woods for too long. I've forgotten how to talk to people. ,2,02:25:13,,
183878,1351,SAM,Your game is really suffering. ,2,02:25:18,,
183879,1352,MARISHA,Thanks for the damn compliment. ,2,02:25:21,,
183880,1353,MATT,"As you approach, the young man with this large, sharpened knife-- it looks like it may have been a heavy butchering knife that he's using to fillet and pull the skin off the snake. Looks back at you guys and doesn't know what's going on. You hear a voice go, ""Hey!"" You look up and you see the fisherman that you saw before, the one who came to you guys in the tavern. He's up on top of the roof, and he's currently boarding some portions of it. It looks like a part of the roof had been damaged in the fray. He goes, ""Hold on,"" gets up, and comes down the ladder on the side and approaches. You can see he's sweating. ""I'm so sorry, I didn't know you were coming. What can I do for you?"" ",2,02:25:24,,
183881,1354,MARISHA,Sorry for dropping in. ,2,02:26:03,,
183882,1355,LAURA,Do we look like ourselves yet? ,2,02:26:05,,
183883,1356,MATT,"No, actually. This is an interesting point. ",2,02:26:07,,
183884,1357,TRAVIS,Damn it. ,2,02:26:12,,
183885,1358,SAM,Wait. None of you look the same. ,2,02:26:14,,
183886,1359,MATT,"That's right, no, thank you for reminding me. He comes out and he goes, ""How can I help you?"" ",2,02:26:16,,(laughter) 
183887,1360,LAURA,It's us! ,2,02:26:23,,
183888,1361,MARISHA,"Yeah, it's me. I pull the hat off and pull my hair up. It's Beauregard. We killed your snake? ",2,02:26:26,,
183889,1362,LAURA,  Pretend that I don't talk--   Pretend that I don't talk like this. ,2,02:26:39,,(in normal voice) (in human accent)
183890,1363,TRAVIS,"Fuck it, I drop Disguise Self. ",2,02:26:44,,
183891,1364,MATT,"He goes,""Ah!"" ",2,02:26:47,,
183892,1365,TRAVIS,I'm sorry to deceive you. ,2,02:26:49,,
183893,1366,MATT,I'm very confused. ,2,02:26:52,,
183894,1367,MARISHA,"Oh no. Don't worry about it. What was your name, friend? ",2,02:26:54,,
183895,1368,MATT,"""Rinaldo."" ",2,02:26:59,,
183896,1369,MARISHA,"Rinaldo! That's what it was. I knew it was an R! Okay, Rinaldo. ",2,02:27:00,,
183897,1370,TRAVIS,"Rinaldo, this snake that was in your house is not the only strange occurrence that's been happening. We're trying to find out the cause of it. Have you seen anything else like this in the time that's passed? ",2,02:27:06,,
183898,1371,MATT,"It's been two in the last few months that have come up. It's a bit of a nuisance."" ",2,02:27:16,,
183899,1372,LAURA,Have you seen any zombies coming out of the lake? ,2,02:27:30,,
183900,1373,MATT,"""Zombies? What are you talking about?"" ",2,02:27:33,,
183901,1374,TRAVIS,"We're asking after a man that helped down at the docks, named Enon. Have you heard of him? ",2,02:27:36,,
183902,1375,MATT,"""Enon?"" ",2,02:27:41,,
183903,1376,TRAVIS,Enon. ,2,02:27:42,,
183904,1377,MATT,"""Yeah, I worked with him a couple times. He comes through, looking for work, asking to see what's available."" ",2,02:27:43,,
183905,1378,LIAM,You obviously have not heard the news from the traveling circus in town. From last night. ,2,02:27:50,,
183906,1379,MATT,"""No. That's the big blue tent, right?"" ",2,02:27:57,,
183907,1380,LIAM,That's correct. ,2,02:27:59,,
183908,1381,MATT,"""No, what's going on?"" ",2,02:28:00,,
183909,1382,LAURA,Enon turned into a zombie. ,2,02:28:01,,(whispering)
183910,1383,SAM,What? ,2,02:28:03,,
183911,1384,LAURA,  Enon turned into a zombie!   And was killed. ,2,02:28:04,,(louder) (whispering)
183912,1385,SAM,What? ,2,02:28:08,,
183913,1386,MATT,"Wow, that's really terrible. I'm sorry."" ",2,02:28:11,,
183914,1387,TRAVIS,"We were trying to see if he might have worked with people that might have known what he was doing that day, earlier. ",2,02:28:20,,
183915,1388,MATT,"Not for a week, at least."" ",2,02:28:26,,
183916,1389,"TRAVIS, LAURA",Really? ,2,02:28:29,,
183917,1390,LIAM,Is there anything out of the ordinary from the past week or two that comes to mind? Anything off about the run-of-the-mill stuff? ,2,02:28:30,,
183918,1391,MATT,"""Other than a giant fucking snake ruining my house, but not that comes to mind, no. Circus coming into town, that's a little weird."" ",2,02:28:38,,
183919,1392,TRAVIS,I see you're skinning the beast. Can I ask why? ,2,02:28:51,,
183920,1393,MATT,"""I'm not going to let it go to waste. That's some good meat. Some good skin."" ",2,02:28:54,,
183921,1394,MARISHA,You mentioned the circus coming to town as weird. Why? ,2,02:28:59,,
183922,1395,MATT,"""Because there's a circus in town."" ",2,02:29:04,,
183923,1396,LIAM,"He just means out of the ordinary, yeah? ",2,02:29:08,,
183924,1397,MATT,"""Yeah. We don't get many shows and traveling folk. Last time this was here, a year ago, it came and went in a week."" ",2,02:29:10,,
183925,1398,SAM,You said you hadn't seen this-- hi. You said you hadn't seen this person in a week? Was that unusual? ,2,02:29:19,,
183926,1399,MATT,"""No. I didn't keep up with him. He came through every now and then. I had a little cash and needed some help hauling things around. I asked for his assistance. He was an old fella, and it was less that he was helpful and more that we wanted to help when we could."" ",2,02:29:27,,
183927,1400,TRAVIS,"If we went down to the docks where he worked, is there anyone that we should ask for, to speak to, who might have known him better? ",2,02:29:45,,
183928,1401,MATT,"""Your guess is as good as mine. To be fair, although we're a community, we're also relatively competitive. You understand."" ",2,02:29:52,,
183929,1402,TRAVIS,I do. ,2,02:30:02,,
183930,1403,TALIESIN,You think anyone would have wanted him marked or harmed in some way? ,2,02:30:04,,
183931,1404,MATT,"""I don't think so. He's an old man. I haven't seen or heard anyone-- his disposition seemed positive enough, if a little sad and lonely."" ",2,02:30:07,,
183932,1405,TRAVIS,"If you think of anything, or if you hear anyone speak about him, you can find us at the Nestled Nook Inn. We'd appreciate anything, if it happens to reach your ears. ",2,02:30:24,,
183933,1406,MATT,"""Of course. Let me finish up here with the roof and I'll ask around, see if anything comes up."" ",2,02:30:33,,
183934,1407,TRAVIS,Much obliged. ,2,02:30:38,,
183935,1408,MARISHA,"How's your little girl doing? Sorry, I cover my beard. ",2,02:30:40,,
183936,1409,MATT,"""It just wasn't expected."" ",2,02:30:48,,
183937,1410,MARISHA,Sorry. ,2,02:30:50,,
183938,1411,MATT,"""No, she's doing great. She's been a little spooked, but she slept well last night. She's doing fine. Thank you again for what you guys did for me."" ",2,02:30:52,,
183939,1412,LAURA,You're welcome. ,2,02:31:03,,
183940,1413,SAM,What? For what? ,2,02:31:06,,
183941,1414,LAURA,We saved a little girl! ,2,02:31:11,,
183942,1415,SAM,"Oh yes, that's right. ",2,02:31:12,,
183943,1416,LAURA,"If you see any zombies, please let us know. ",2,02:31:14,,
183944,1417,MATT,"""I will. You were so kind to help me when I saw a snake, I figure if I see a zombie, you'd also be helpful."" ",2,02:31:19,,
183945,1418,LAURA,"We would, definitely. We already killed a zombie too! ",2,02:31:24,,
183946,1419,TALIESIN,"This is just a snake. This is a big, weird snake I'm looking at? ",2,02:31:29,,
183947,1420,MATT,You can inspect it if you want. ,2,02:31:33,,
183948,1421,TALIESIN,"No, I've been looking at the snake this entire time. ",2,02:31:35,,
183949,1422,LAURA,"Oh, we have one of its fangs. I pulled it out. ",2,02:31:37,,
183950,1423,MATT,Make a nature check. ,2,02:31:39,,
183951,1424,SAM,"Ooh, don't do those much either. ",2,02:31:41,,
183952,1425,MARISHA,"I have a fang too, right? ",2,02:31:43,,
183953,1426,TALIESIN,Nine. ,2,02:31:48,,
183954,1427,MATT,Nine? You don't know much about snake biology. It's hard to tell if it's out of the ordinary. It's just a big snake. ,2,02:31:49,,
183955,1428,TALIESIN,Looks like mine. ,2,02:31:56,,
183956,1429,LAURA,Only bigger. ,2,02:31:58,,
183957,1430,TALIESIN,Much bigger. ,2,02:31:59,,
183958,1431,TRAVIS,Shall we? ,2,02:32:01,,
183959,1432,LAURA,Fuck. Sure. ,2,02:32:03,,
183960,1433,SAM,We are the best detectives ever. ,2,02:32:04,,
183961,1434,LAURA,I feel like we are really doing bad at this detective thing. ,2,02:32:08,,
183962,1435,TRAVIS,We should probably wrap up whatever we're doing. I imagine they're going to come by the inn soon and try and speak with us. Not you two. ,2,02:32:11,,
183963,1436,SAM,We didn't leave any sort of Ferris Bueller-y thing? ,2,02:32:18,,
183964,1437,TRAVIS,"Nope. No stuffed beds, no recordings on the old VHS. ",2,02:32:21,,
183965,1438,MATT,What are you guys doing? Where are you going? ,2,02:32:29,,
183966,1439,SAM,Is there anywhere else that we need to inspect? The carnival or more docks stuff? ,2,02:32:31,,
183967,1440,LAURA,I feel like going back to the carnival is probably a bad idea. ,2,02:32:36,,
183968,1441,TALIESIN,"I'd say the docks are his home, if we could figure out where he lived. ",2,02:32:39,,
183969,1442,SAM,Where he was last seen. ,2,02:32:42,,
183970,1443,TALIESIN,He was last seen at the circus! ,2,02:32:44,,
183971,1444,LAURA,Rinaldo! ,2,02:32:46,,
183972,1445,MATT,"""Yeah?"" ",2,02:32:48,,
183973,1446,LAURA,Do you know where Enon lives? ,2,02:32:49,,
183974,1447,MATT,"Wish I could be of more help."" ",2,02:32:54,,
183975,1448,LAURA,It's okay. ,2,02:33:01,,
183976,1449,TALIESIN,"You don't happen to know what happened to his son, by any chance? ",2,02:33:04,,
183977,1450,MATT,"""I didn't even know he had a son."" ",2,02:33:07,,
183978,1451,LAURA,See? We're better investigators than this guy. ,2,02:33:10,,
183979,1452,SAM,But he's not trying to investigate! ,2,02:33:13,,
183980,1453,TALIESIN,I take the compliment. I'm putting it my pocket. I'm keeping it for later. ,2,02:33:18,,
183981,1454,MATT,He climbs back up the ladder to the roof. ,2,02:33:21,,
183982,1455,MARISHA,I'm starting to think that following Enon's story isn't necessarily going to lead us here. He seems like a random victim. ,2,02:33:23,,
183983,1456,LAURA,"Hey, 14 year old kid! ",2,02:33:31,,
183984,1457,MATT,"He has this puffy red 'fro going on. He looks pale, fresh to this, scrawny. He's stopped drawing his blade across the snake. ""Yeah?"" ",2,02:33:34,,
183985,1458,LAURA,Do you live here? ,2,02:33:46,,
183986,1459,MATT,"""No, I live about three houses up."" ",2,02:33:48,,
183987,1460,LAURA,Did you go to the carnival? ,2,02:33:50,,
183988,1461,MATT,"""Last night? Yeah, I was there."" ",2,02:33:52,,
183989,1462,LAURA,"Okay, where were you at the carnival? ",2,02:33:53,,
183990,1463,MATT,"""I actually snuck in under the tent after it had started."" ",2,02:33:56,,
183991,1464,LAURA,"Right, that's a good thing. Were you close to Enon? In the show. Were you on that side or the other side? Did you see the zombie? ",2,02:34:00,,
183992,1465,MATT,"""I saw him a little bit. He was in the front and I had people in front of me, but I think I saw some of it. It was pretty cool."" ",2,02:34:13,,
183993,1466,LAURA,"It was kind of crazy, right? Have you heard any ghost stories around town lately? About scary things happening? ",2,02:34:20,,
183994,1467,MATT,"""My grandma told me a ghost story years ago about these giant badger creatures that live on the hills of the Ashkeeper that can stand up on their hind legs, and they come down and they eat kids that don't go to bed in time."" ",2,02:34:30,,
183995,1468,LAURA,"Oh shit. Those guys are scary, I've heard of them. You should be really careful. Have you heard anything about zombies? ",2,02:34:46,,
183996,1469,MATT,"""No, not since that."" ",2,02:34:56,,
183997,1470,LIAM,What's up? ,2,02:35:02,,
183998,1471,LAURA,Caleb has seen some shit. ,2,02:35:04,,
183999,1472,MATT,"""I have to finish the--"" ",2,02:35:09,,
184000,1473,LAURA,"Hey, listen, if you hear any other ghost stories, you come and find us, okay? ",2,02:35:11,,
184001,1474,MATT,"""Okay."" ",2,02:35:15,,
184002,1475,LAURA,,2,02:35:16,,(laughter) 
184003,1476,MARISHA,Are we just going from person to person in town telling them to come find us? ,2,02:35:20,,
184004,1477,SAM,We are really terrible at this! ,2,02:35:23,,
184005,1478,TALIESIN,"Well, she's making friends with everybody. I don't see any of you making friends. ",2,02:35:26,,
184006,1479,TRAVIS,I'm a little concerned that we've been gone for a while. ,2,02:35:29,,
184007,1480,MARISHA,"Yeah, maybe we should get back. ",2,02:35:31,,
184008,1481,TRAVIS,"Maybe let these two, that aren't under house arrest-- ",2,02:35:32,,
184009,1482,SAM,Continue the investigation? Or go back? ,2,02:35:35,,
184010,1483,TRAVIS,"No, continue. I mean, if you're up for it. ",2,02:35:39,,
184011,1484,SAM,"Yeah, yeah, We'll be a regular-- ",2,02:35:44,,
184012,1485,LIAM,"Yeah, we've done nothing wrong. We're not sweating it. I'm not sweating-- ",2,02:35:46,,
184013,1486,LAURA,"Yeah, I believe you completely. That was very believable. I'm going to give you another blessing before you leave, okay? ",2,02:35:50,,
184014,1487,LIAM,What are you talking about? None of us did anything. None of us! We protected the people of this town! ,2,02:35:57,,
184015,1488,LAURA,It's true. ,2,02:36:02,,
184016,1489,LIAM,It is true. ,2,02:36:03,,
184017,1490,LAURA,I know. ,2,02:36:04,,
184018,1491,LIAM,"That's easy. Let's go solve a mystery, Nott. ",2,02:36:05,,
184019,1492,SAM,All right. ,2,02:36:09,,
184020,1493,TALIESIN,"Were you being sarcastic-- oh, no you weren't, okay. Catching up on that. ",2,02:36:10,,
184021,1494,MARISHA,"So, kids don't know anything about this, old people don't know anything about this-- ",2,02:36:15,,
184022,1495,TRAVIS,Tavern-keeper doesn't know anything about this. ,2,02:36:21,,
184023,1496,TALIESIN,Only the pure of heart make their answer out of riddles. Back to the tavern. ,2,02:36:23,,
184024,1497,MARISHA,"But pure of heart! Still going back to the guards thing! Back to the tavern, let's go. ",2,02:36:29,,
184025,1498,SAM,Were we just on the docks? ,2,02:36:36,,
184026,1499,MATT,"Yeah, you guys were at the docks. ",2,02:36:40,,
184027,1500,LIAM,We came up with bupkus. ,2,02:36:42,,
184028,1501,LAURA,"We didn't ask anybody, we went straight to the house. ",2,02:36:43,,
184029,1502,SAM,"Okay, we'll walk around the docks and look for-- ",2,02:36:46,,
184030,1503,TRAVIS,We'll see you back at the inn. ,2,02:36:48,,
184031,1504,SAM,All right. ,2,02:36:50,,
184032,1505,LAURA,"Should we run back, or should we saunter back? ",2,02:36:52,,
184033,1506,TALIESIN,"You're going to probably, you know, poof. ",2,02:36:56,,
184034,1507,MARISHA,"Yeah, how much time does she have? ",2,02:37:00,,
184035,1508,LIAM,About a minute? ,2,02:37:02,,
184036,1509,MATT,"Yeah, it's about to fade. ",2,02:37:03,,
184037,1510,LAURA,"Yeah, I figured it had already happened probably midway talking to the kid. ",2,02:37:05,,
184038,1511,MATT,Probably. ,2,02:37:08,,
184039,1512,MARISHA,Maybe super stealthily back? ,2,02:37:10,,
184040,1513,LAURA,All right. I put my hood up. ,2,02:37:14,,
184041,1514,TALIESIN,I can maybe put a rope through the window. ,2,02:37:17,,
184042,1515,MARISHA,"Yeah, that's a good idea. ",2,02:37:20,,
184043,1516,LAURA,Is it a two-story? ,2,02:37:23,,
184044,1517,MATT,It's a two-story. You guys are up in the second story. ,2,02:37:26,,
184045,1518,TALIESIN,I got rope. ,2,02:37:28,,
184046,1519,LAURA,"Let's do that, yeah. We'll sneak around the back of the inn, and try to climb up the upstairs window. ",2,02:37:30,,
184047,1520,TRAVIS,I can keep them busy at the front door. ,2,02:37:34,,
184048,1521,TALIESIN,I'll go through the front like a proper person. ,2,02:37:36,,
184049,1522,MATT,"All right, so you guys are setting up a rope to climb up the back? You go in, on your own, up to the top, you put a rope through-- ",2,02:37:38,,
184050,1523,MARISHA,Fjord's distracting. ,2,02:37:48,,
184051,1524,LAURA,In the front. Then we're going to try to sneak-- ,2,02:37:50,,
184052,1525,TALIESIN,"Right, and then I'm going to drop some of the rope out the back window for them. ",2,02:37:52,,
184053,1526,MATT,"Easy enough to do, so those of you who want to wait and can take the rope up, you wait for a moment where nobody's watching and climb your way up into the inn safely and get to your rooms. You two, what are you doing? ",2,02:37:56,,
184054,1527,TALIESIN,"50 feet of hemp rope, it's a standard! ",2,02:38:09,,(singing)
184055,1528,LIAM,"Hey kiddo, do you want a piggy-back? ",2,02:38:11,,
184056,1529,SAM,"Sure, that sounds like a good idea. ",2,02:38:13,,
184057,1530,LIAM,"Scramble up, let's go talk to some people. ",2,02:38:15,,
184058,1531,SAM,"All right, I'll jump on Caleb's back. ",2,02:38:17,,
184059,1532,MATT,All right. ,2,02:38:19,,
184060,1533,LIAM,I'll wander down to where people are working. Where people are moving crates around. ,2,02:38:22,,
184061,1534,MARISHA,He's on Caleb's back! ,2,02:38:26,,
184062,1535,MATT,"Okay, that would be probably closer to the Northward. ",2,02:38:28,,
184063,1536,LIAM,"Okay, so that's the plan, is to look for people moving crap around, the same way that Enon is said to have. So that's what we'll do. ",2,02:38:32,,
184064,1537,MATT,"Okay, make an investigation check. ",2,02:38:41,,
184065,1538,LIAM,All right. ,2,02:38:42,,
184066,1539,SAM,"Shall I help, or no? ",2,02:38:43,,
184067,1540,MATT,If you want to. ,2,02:38:44,,
184068,1541,LIAM,Not that great. ,2,02:38:47,,
184069,1542,MATT,You aiding him would give him an advantage in the roll. ,2,02:38:48,,
184070,1543,LIAM,Oh! That didn't help. 12 for me. ,2,02:38:53,,
184071,1544,MATT,"You take a couple hours wandering through the Northward, asking questions, and most of the information you get is, they have no idea who that is, or like, ""Ah, he died? It's about time."" ",2,02:38:58,,
184072,1545,LIAM,"And there's no point even asking questions because we've asked them all for two hours, yeah? ",2,02:39:13,,
184073,1546,MATT,"I'd say yeah, based on that roll. ",2,02:39:19,,
184074,1547,LIAM,"Okay, well that's a big zero. You want to go book shopping with me? ",2,02:39:22,,
184075,1548,SAM,Sure! ,2,02:39:28,,
184076,1549,LIAM,"Okay. I believe that gentleman said that the Burnished Bibliots was in the Northward, correct? ",2,02:39:29,,
184077,1550,MATT,"I believe you are correct. Yeah, it's in the southern portion of the Northward by where it borders the Lochward. ",2,02:39:37,,
184078,1551,LIAM,"Okay, so I'll start asking questions to get us there. ",2,02:39:44,,
184079,1552,MATT,"Easily enough. You eventually are led to it, and you come to a closet that's affixed to another building. The wood used are almost driftwood and heavily weathered, and the front door is closed as you approach. It looks like a glorified storage shed that has been bolted and put up against another structure. ",2,02:39:47,,
184080,1553,LIAM,"All right, well I will walk up to the door and knock on it. ",2,02:40:15,,
184081,1554,MATT,Okay.  No response. ,2,02:40:18,,(knocks)
184082,1555,LIAM,Is there any breaks in the door or the building or cracks that Frumpkin could fit into? ,2,02:40:22,,
184083,1556,MATT,Probably not enough for a cat to slip through. ,2,02:40:32,,
184084,1557,LIAM,"Are there any windows or anything or is it all a big, dirty, dingy mess? ",2,02:40:38,,
184085,1558,MATT,"There are windows, but if you look at the back of the windows all you see is scraps of material, stacks of books, piles of boxes and crates, it's literally blocked out with things stacked up against it from the interior. ",2,02:40:42,,
184086,1559,LIAM,How busy is the front of this place? ,2,02:40:56,,
184087,1560,MATT,"Not busy at all, it's just the two of you, right now, standing at the front door. ",2,02:40:59,,
184088,1561,LIAM,"No one's around us, though? ",2,02:41:02,,
184089,1562,MATT,"It's not on the main street, it's a little pushed back, recessed about ten or 15 feet from the main road so there's no one immediately around you. But there are people walking back and forth on the road behind but you're out in the open, per se. ",2,02:41:05,,
184090,1563,SAM,And no one's coming to the door? ,2,02:41:19,,
184091,1564,MATT,"No one's come to the door yet, no. ",2,02:41:21,,
184092,1565,SAM,Want me to break in? ,2,02:41:22,,
184093,1566,LIAM, ,2,02:41:25,,
184094,1567,MATT,"Okay. A moment passes and you hear, ""Hold on!"" The door opens. It was open. There's the sound of heavy sacks go tumbling down to the interior of it and you glance around and you hear a voice go, ""Can I help you?"" ",2,02:41:30,,
184095,1568,LIAM,Hello? ,2,02:41:53,,
184096,1569,MATT,"You look down, and there's this crotchety-looking scrawny old gnome who's sitting there in the doorway. He's got this vibrant puff, like a cotton ball, of hair around his head. But it's this perfect ""U"" of bald on top. No glasses, eyes are very small and beady, and he has this bulbous, round nose at the front with this little bit of a tuft of chin white hair that matches the cotton ball tuft on the sides. He's sitting there clutching the top of the knob on the inside which is actually affixed shorter on the door and he goes, ""Well come in."" ",2,02:41:54,,
184097,1570,LIAM,"Yes please, you're open for business I take it. ",2,02:42:28,,
184098,1571,MATT,"""Always open, come on in."" ",2,02:42:31,,
184099,1572,LIAM,All right. ,2,02:42:33,,
184100,1573,MATT,"Turns around and musters his way inside. As soon as you step in the door and look around, this place looks like an episode of Hoarders. It is just floor-to-ceiling, wall-to-wall, stacks of anything and everything: knick-knacks, small stuffed animals, toys, books, glasses, and goblets. It is the biggest, crammed flea-market into a small shed-like space you've seen. ",2,02:42:34,,
184101,1574,SAM,,2,02:43:03,,(laughing) 
184102,1575,LIAM,Frumpkin climbs back up onto Nott's shoulder and nestles in. ,2,02:43:11,,
184103,1576,MATT,,2,02:43:19,,(meowing) 
184104,1577,LIAM,"I am scouting the city for books, I am starved for books. ",2,02:43:24,,
184105,1578,MATT,"""Well we've got books here."" ",2,02:43:30,,
184106,1579,LIAM,"Yes sir, I'm sorry what is your name? ",2,02:43:31,,
184107,1580,MATT,"""Oglen. Oglen Hornsblower."" ",2,02:43:34,,
184108,1581,LIAM,Oglen Hornsblower. ,2,02:43:38,,
184109,1582,MATT,"""And welcome to my collection. You want to buy something, let me know."" ",2,02:43:39,,
184110,1583,LIAM,"Well I see you sell a great many things in here, books included. This is just things you've collected throughout your lifetime? ",2,02:43:44,,
184111,1584,MATT,"""Right. Boughten, traded for, found."" ",2,02:43:52,,
184112,1585,LIAM,"I don't know what you just said, but I am interested in books. Particularly in the arcane realm, but any kind of book. Do you have anything that you just outright know is out of the ordinary? ",2,02:43:55,,
184113,1586,MATT,"""I'm sure we've got a few. Look around! See what you find. It's half the fun, half the journey."" ",2,02:44:11,,
184114,1587,LIAM,"All right, friend, let's-- It's like Winter's Crest morning for me and I'm scanning the shelves. ",2,02:44:18,,
184115,1588,MATT,Make an investigation check. ,2,02:44:30,,
184116,1589,SAM,"Can you give me something to look for? To distract me and give me a mission to go on, please? ",2,02:44:32,,
184117,1590,LIAM,Yes. You want to find some sort of tool that helps you do what you do best. ,2,02:44:39,,
184118,1591,SAM,All right. ,2,02:44:48,,
184119,1592,LIAM,"Investigation check, that is a 21. ",2,02:44:52,,
184120,1593,MATT,21? ,2,02:44:56,,
184121,1594,SAM,I rolled a 21 investigation check. ,2,02:44:57,,
184122,1595,MATT,All right. ,2,02:45:04,,
184123,1596,SAM,,2,02:45:05,,(laughter) 
184124,1597,MATT,"The smell in there is dusty and moldy and you do find there is some subtle water damage and some mildew growing in one far corner and you're like ugh, put that back. However, you rolled really high. Two things catch your eye. One, there appears to be the remnants of some sort of notebook, a sketchbook that is written in a language you do not understand-- What languages do you know? ",2,02:45:12,,
184125,1598,LIAM,"I speak Sylvan, Common, and Celestial and I also can Comprehend Languages as a ritual spell but I think that takes some time. ",2,02:45:46,,
184126,1599,MATT,It does take ten minutes. ,2,02:46:09,,
184127,1600,LIAM,Ten minutes. ,2,02:46:10,,
184128,1601,MATT,"But you glance through the book, and while you cannot read the text you do recognize that there are elements at the back of the book that have a hint of arcane nature. That's one of two books you find with that roll. ",2,02:46:12,,
184129,1602,SAM,It's like the adult section for him. ,2,02:46:28,,
184130,1603,MATT,"I know. The second book you find is written in Zemnian, which you can read. ",2,02:46:30,,
184131,1604,LIAM,That's correct. ,2,02:46:36,,
184132,1605,MATT,The title translates to Fiends of Folklore. ,2,02:46:38,,
184133,1606,LIAM,I'm so happy. You have quite a shop here. ,2,02:46:44,,
184134,1607,MATT,"""I know I do!"" ",2,02:46:52,,
184135,1608,LIAM,You have some real treasures. I'm particularly interested in both of these books. ,2,02:46:55,,
184136,1609,MATT,"""Good choices, good choices."" ",2,02:46:59,,
184137,1610,LIAM,"I don't know though, I don't think that-- I mean I'm rather tight on coin at the moment so-- ",2,02:47:05,,
184138,1611,MATT,"""That's too bad."" ",2,02:47:12,,
184139,1612,LIAM,Maybe my eyes are too big for my stomach. ,2,02:47:13,,
184140,1613,MATT,He's pulling the books away from you. ,2,02:47:16,,
184141,1614,LIAM,How much would you part with these for? ,2,02:47:18,,
184142,1615,MATT,"  He holds of the Fiends of Folklore book, ""Three gold pieces. This one,  -- ten gold pieces."" ",2,02:47:21,,(sniffs) (sniffs)
184143,1616,LIAM,Which one is which? ,2,02:47:42,,
184144,1617,MATT,"The Fiends of Folklore is the three, the other tome. ",2,02:47:44,,
184145,1618,LIAM,"The arcane, weird one. ",2,02:47:46,,
184146,1619,MATT,You're not quite sure what's in it. ,2,02:47:49,,
184147,1620,LIAM,Okay. Would you have any interest in a magic cat? ,2,02:47:51,,
184148,1621,MATT,"""I'm sorry?"" ",2,02:48:01,,
184149,1622,LIAM,Reappears next to the little man. ,2,02:48:04,,
184150,1623,MATT,He like throws the books and grabs nearby this large sack and starts-- angrily beating the cat. ,2,02:48:13,,(yelps)
184151,1624,LIAM,I'll take that as a no! ,2,02:48:23,,
184152,1625,TRAVIS,"Childhood cat, destroyed! ",2,02:48:25,,
184153,1626,MATT,He does hit Frumpkin. Frumpkin takes one point of bludgeoning damage. ,2,02:48:28,,
184154,1627,LIAM,"That might be it, I don't really know. I didn't think that this would happen so quickly. ",2,02:48:35,,
184155,1628,TRAVIS,Faced with our own mortality. ,2,02:48:44,,
184156,1629,LAURA,Frumpkin point two. ,2,02:48:49,,
184157,1630,MARISHA,"Yeah, he updates overnight as long as he's plugged in, right? ",2,02:48:55,,
184158,1631,LIAM,"Hold on, I have to see if Frumpkin is still here. ",2,02:48:59,,
184159,1632,TRAVIS,Must be plugged in and connected to Wifi. ,2,02:49:02,,
184160,1633,MARISHA,Type in your passcode if you agree to the terms. ,2,02:49:05,,
184161,1634,LIAM,One hit point of damage? ,2,02:49:07,,
184162,1635,MATT,Yes. ,2,02:49:08,,
184163,1636,LIAM,He's still here. ,2,02:49:09,,
184164,1637,MATT,"There you go. Frumpkin immediately darts off jumps on your shoulder, turns around and . ",2,02:49:10,,(hisses)
184165,1638,LIAM,"So you don't like cats, I understand that. ",2,02:49:15,,
184166,1639,MATT,"""Sorry, it caught me off-guard."" ",2,02:49:19,,
184167,1640,LIAM,"Well I was trying to sample the merchandise for you. Because if it was just a cat it was just a cat, but this one-- changes to my other shoulder-- he's a magic cat. ",2,02:49:23,,
184168,1641,MATT,"""Okay."" ",2,02:49:33,,
184169,1642,LIAM,"You can roll him in mud, he comes back clean. He disappears, he reappears, he brings you things. ",2,02:49:35,,
184170,1643,MATT,"""Can you make him go away?"" ",2,02:49:40,,
184171,1644,LIAM,Gone. ,2,02:49:43,,
184172,1645,MATT,"""Thank you. Now we can continue to talk money."" ",2,02:49:45,,
184173,1646,LIAM,"I'm interested, and thank you for giving me the time. ",2,02:49:51,,
184174,1647,MATT,"""Of course. Sorry about your cat, friend."" ",2,02:50:17,,
184175,1648,LIAM,It's okay. Nott? ,2,02:50:19,,
184176,1649,SAM,Have I heard all of this conversation? ,2,02:50:23,,
