,index,name,player,text,episode,inaudible_speech,nonspeech,season
35534,1316,Aabria,Aabria," This bear truly, roaring in pain, like, you can see, now that",2,,,Burrow's End
35535,1317,Aabria,Aabria,"you're inside it, you have a target, like, you just see a glowing field",2,,,Burrow's End
35536,1318,Aabria,Aabria,"of blue in front of you, and you know you just need to push through a",2,,,Burrow's End
35537,1319,Aabria,Aabria,little farther to reach whatever's on the other side.,2,,,Burrow's End
35538,1320,Viola,Rashawn, Thorn!,2,,,Burrow's End
35539,1321,Aabria,Aabria, Are you yelling inside the eye?,2,,,Burrow's End
35540,1322,Aabria,Aabria," God, that's so upsetting.",2,,,Burrow's End
35541,1323,Jasper,Jasper, I immediately- My wife. ,2,,(group laughs),Burrow's End
35542,1324,Izzy,Izzy, My wife's in an eyeball.,2,,,Burrow's End
35543,1325,Jasper,Jasper, My wife's in an eyeball.,2,,,Burrow's End
35544,1326,Aabria,Aabria, Amazing.,2,,,Burrow's End
35545,1327,Aabria,Aabria," None of that really gets through. You just, it's like yelling",2,,,Burrow's End
35546,1328,Aabria,Aabria,"into Jell-O, and you just hear a muffled sound.",2,,,Burrow's End
35547,1329,Aabria,Aabria, But I think she sounds more excited.,2,,,Burrow's End
35548,1330,Brennan,Brennan," If one more thing came off this bear, I would flip out, I would",2,,,Burrow's End
35549,1331,Brennan,Brennan,"be like, this is all the things that the bear should be able to do.",2,,,Burrow's End
35550,1332,Aabria,Aabria," Now, there's something in the way this bear has staggered and",2,,,Burrow's End
35551,1333,Aabria,Aabria,scrambled and has taken an aggressive amount of damage that calls all of,2,,,Burrow's End
35552,1334,Aabria,Aabria,the chipmunks that are riding inside it into action. ,2,,(chipmunk squeaks),Burrow's End
35553,1335,Aabria,Aabria,"I need everyone inside the bear, excepting Viola, to make an insight",2,,,Burrow's End
35554,1336,Aabria,Aabria,check for me.,2,,,Burrow's End
35555,1337,Brennan,Brennan, Ooh baby.,2,,,Burrow's End
35556,1338,Siobhan,Siobhan, 13.,2,,,Burrow's End
35557,1339,Izzy,Izzy, No.,2,,,Burrow's End
35558,1340,Erika,Erika, Five.,2,,,Burrow's End
35559,1341,Izzy,Izzy, Six.,2,,,Burrow's End
35560,1342,Brennan,Brennan, 24.,2,,,Burrow's End
35561,1343,Aabria,Aabria," Holy shit.  What'd you get, six?",2,,(laughs),Burrow's End
35562,1344,Aabria,Aabria," Sweet, it makes sense that children wouldn't necessarily",2,,,Burrow's End
35563,1345,Aabria,Aabria,"understand, like, what is happening here, but I think even though you",2,,,Burrow's End
35564,1346,Aabria,Aabria,"are head into the, like, left ventricle of this bear, you peek out and",2,,,Burrow's End
35565,1347,Aabria,Aabria,"see a sense of, like, frantic-ness in all of these little guys that",2,,,Burrow's End
35566,1348,Aabria,Aabria,"would suggest that they are worried that if the bear dies, only bad",2,,,Burrow's End
35567,1349,Aabria,Aabria,"things will come to them. Like, they are now going to move to stop you",2,,,Burrow's End
35568,1350,Aabria,Aabria,all from killing the bear.,2,,,Burrow's End
35569,1351,Brennan,Brennan," I think this was what I was most hoping, like, I was worried",2,,,Burrow's End
35570,1352,Brennan,Brennan,that standing next to my kids was a losing battle 'cause I'm just one,2,,,Burrow's End
35571,1353,Brennan,Brennan,"stoat and I can't bat away every chipmunk, but going and attacking the",2,,,Burrow's End
35572,1354,Brennan,Brennan,"bear and having them all swarm me and leave my kids alone was, I think,",2,,,Burrow's End
35573,1355,Brennan,Brennan,"the best way this could turn out. Cool, great, bring it on.",2,,,Burrow's End
35574,1356,Aabria,Aabria," All right, you get swarmed by-",2,,,Burrow's End
35575,1357,Rashawn,Rashawn," And all the backs are turned to you, so that y'all can just.",2,,,Burrow's End
35576,1358,Aabria,Aabria, Yep.,2,,,Burrow's End
35577,1359,Aabria,Aabria," Okay, does an 18 hit?",2,,,Burrow's End
35578,1360,Brennan,Brennan, 18 exactly hits.,2,,,Burrow's End
35579,1361,Aabria,Aabria," And then a 14 misses. So the first one's gonna reach out, and",2,,,Burrow's End
35580,1362,Aabria,Aabria,"with its claws just sort of, like, reaches and grabs onto you, doing six",2,,,Burrow's End
35581,1363,Aabria,Aabria,points of damage.,2,,,Burrow's End
35582,1364,Aabria,Aabria," And then for its second attack, you didn't get to see it before",2,,,Burrow's End
35583,1365,Aabria,Aabria,"'cause you jumped in a little late, but it opens its mouth a little too",2,,,Burrow's End
35584,1366,Aabria,Aabria,"wide, and you see a set of, it's not a tongue, it's not a worm, it's",2,,,Burrow's End
35585,1367,Aabria,Aabria,"something between, this proboscis, like, lunges out for you.",2,,,Burrow's End
35586,1368,Erika,Erika, Proboscis.,2,,,Burrow's End
35587,1369,Brennan,Brennan, Jesus.,2,,,Burrow's End
35588,1370,Aabria,Aabria," All right, give me an athletics or acrobatics check. You have to",2,,,Burrow's End
35589,1371,Aabria,Aabria,beat a 19.,2,,,Burrow's End
35590,1372,Rashawn,Rashawn," You got it, sis.",2,,,Burrow's End
35591,1373,Siobhan,Siobhan, You can do it.,2,,,Burrow's End
35592,1374,Brennan,Brennan," Okay. So a six damage, number one, right?",2,,,Burrow's End
35593,1375,Brennan,Brennan," So let's go ahead, first things first, come down on those hit",2,,,Burrow's End
35594,1376,Brennan,Brennan,points. I have to make a concentration check for bless. That's not,2,,,Burrow's End
35595,1377,Brennan,Brennan,"great. 11, I make it.",2,,,Burrow's End
35596,1378,Brennan,Brennan,,2,,(dice rattling),Burrow's End
35597,1379,Brennan,Brennan, And then we're gonna do the athletics or acrobatics?,2,,,Burrow's End
35598,1380,Aabria,Aabria," Yeah, which one do you want to do?",2,,,Burrow's End
35599,1381,Brennan,Brennan," We'll do acrobatics, dex is higher than strength. ",2,,(dice,Burrow's End
35600,1382,Brennan,Brennan,,2,,rattling),Burrow's End
35601,1383,Aabria,Aabria," 14 is a little under, so you're gonna take another three points",2,,,Burrow's End
35602,1384,Aabria,Aabria,of piercing damage.,2,,,Burrow's End
35603,1385,Aabria,Aabria," As this thing lets its proboscis out of its mouth, and it grabs",2,,,Burrow's End
35604,1386,Aabria,Aabria,"onto you and reaches, this is psychotic,  reaches into you, and",2,,(laughs),Burrow's End
35605,1387,Aabria,Aabria,"you feel it, like, pressing into weak points in and around your ear, by",2,,,Burrow's End
35606,1388,Aabria,Aabria,"your nose, as this thing grapples you by the inside of you.",2,,,Burrow's End
35607,1389,Brennan,Brennan, Gotcha.,2,,,Burrow's End
35608,1390,Aabria,Aabria, And you are held.,2,,,Burrow's End
35609,1391,Brennan,Brennan, Copy that.,2,,,Burrow's End
35610,1392,Aabria,Aabria," Second guy fully missed their attacks, but seems to be",2,,,Burrow's End
35611,1393,Aabria,Aabria,chittering excitedly now that you are held.,2,,,Burrow's End
35612,1394,Brennan,Brennan, Make the concentration on the second attack.,2,,,Burrow's End
35613,1395,Aabria,Aabria," Perfect. All right, next up, Thorn. ",2,,(Jasper sighs),Burrow's End
35614,1396,Jasper,Jasper," Okay, what would be the shortest route for Thorn to get,",2,,,Burrow's End
35615,1397,Jasper,Jasper,"basically Thorn's going full, like, predator mode. I want to go for the",2,,,Burrow's End
35616,1398,Jasper,Jasper,base of the neck of this creature.,2,,,Burrow's End
35617,1399,Aabria,Aabria," So you're gonna stay on the outside, also?",2,,,Burrow's End
35618,1400,Jasper,Jasper," Well, whether it's going inside one of the holes and, like, up",2,,,Burrow's End
35619,1401,Jasper,Jasper,"this way, or, like, jumping up over the top, I don't mind.",2,,,Burrow's End
35620,1402,Aabria,Aabria, Are you trying to attack it from the inside of it or the outside,2,,,Burrow's End
35621,1403,Aabria,Aabria,of it?,2,,,Burrow's End
35622,1404,Jasper,Jasper," Well, I guess it'd probably be better to attack it from the",2,,,Burrow's End
35623,1405,Jasper,Jasper,"inside of it. Yeah, I'll maybe come in through this hole. Do I have",2,,,Burrow's End
35624,1406,Jasper,Jasper,"enough movement to get to, like, here?",2,,,Burrow's End
35625,1407,Aabria,Aabria, How much movement do you have?,2,,,Burrow's End
35626,1408,Jasper,Jasper," I have 30, so-",2,,,Burrow's End
35627,1409,Aabria,Aabria," So we're gonna come in, and you'll land about here, so, to get",2,,,Burrow's End
35628,1410,Aabria,Aabria,to here?,2,,,Burrow's End
35629,1411,Jasper,Jasper," Yeah, yeah.",2,,,Burrow's End
35630,1412,Aabria,Aabria," I think you just make it. I have a little, have my little guy.",2,,,Burrow's End
35631,1413,Jasper,Jasper," If not, I have a thing. ",2,,(slow music),Burrow's End
35632,1414,Aabria,Aabria," Yeah, you just make it.",2,,,Burrow's End
35633,1415,Jasper,Jasper," Just make it? Okay, beautiful.",2,,,Burrow's End
35634,1416,Jasper,Jasper, I'm gonna cast Zephyr Strike on myself as a bonus action.,2,,,Burrow's End
35635,1417,Jasper,Jasper,,2,,(gasps),Burrow's End
35636,1418,Aabria,Aabria, There's your little guy.,2,,,Burrow's End
35637,1419,Jasper,Jasper," Hi, buddy.",2,,,Burrow's End
35638,1420,Brennan,Brennan, Let's go. ,2,,(group chattering),Burrow's End
35639,1421,Aabria,Aabria, Everyone meet Thorn Vale.,2,,,Burrow's End
35640,1422,Erika,Erika, You're all so cute.,2,,,Burrow's End
35641,1423,Jasper,Jasper," And he's got a little lightning bolt on his chest, ah! Okay,",2,,,Burrow's End
35642,1424,Jasper,Jasper,heck yeah.,2,,,Burrow's End
35643,1425,Erika,Erika, You're all so cute.,2,,,Burrow's End
35644,1426,Jasper,Jasper," So I come in, is this a lung here, collapsed lung?",2,,,Burrow's End
35645,1427,Aabria,Aabria," That is a collapsed lung, baby.",2,,,Burrow's End
35646,1428,Jasper,Jasper, I'm gonna boot up this collapsed lung.,2,,,Burrow's End
35647,1429,Jasper,Jasper," Right up here into, right at the base of the neck.",2,,,Burrow's End
35648,1430,Jasper,Jasper," Here, yeah, why not? Let's go ahead-",2,,,Burrow's End
35649,1431,Aabria,Aabria, You cast magic?,2,,,Burrow's End
35650,1432,Jasper,Jasper," Yeah, so I'm gonna cast Zephyr Strike on myself, so I think",2,,,Burrow's End
35651,1433,Jasper,Jasper,"these, like, thorns, like, start kind of growing almost down my arms,",2,,,Burrow's End
35652,1434,Jasper,Jasper,"and I'm going to, I get to add an extra D8 to this attack.",2,,,Burrow's End
35653,1435,Jasper,Jasper," Because of that, oh, and I give myself advantage on this attack",2,,,Burrow's End
35654,1436,Jasper,Jasper,because of Zephyr Strike.  That is a 15 plus five?,2,,(dice rattling),Burrow's End
35655,1437,Aabria,Aabria, Absolutely hits.,2,,,Burrow's End
35656,1438,Jasper,Jasper, I'm marking this as my Favored Foe.,2,,,Burrow's End
35657,1439,Aabria,Aabria," Yeah, okay.",2,,,Burrow's End
35658,1440,Jasper,Jasper," And then I'm also gonna use Dreadful Strikes, and then I get an",2,,,Burrow's End
35659,1441,Jasper,Jasper,extra D8 and a D10.,2,,,Burrow's End
35660,1442,Rashawn,Rashawn, That's my man. ,2,,(Aabria chuckles),Burrow's End
35661,1443,Jasper,Jasper," Okay, and there's a lot of ones, okay. Well, that's a 10,",2,,,Burrow's End
35662,1444,Jasper,Jasper,though.,2,,,Burrow's End
35663,1445,Erika,Erika, That's a 10.,2,,,Burrow's End
35664,1446,Jasper,Jasper," Okay, and 12, 16 plus three, 19",2,,,Burrow's End
35665,1447,Aabria,Aabria, 19.,2,,,Burrow's End
35666,1448,Jasper,Jasper, Points of damage. ,2,,(Brennan cheers),Burrow's End
35667,1449,Jasper,Jasper," Can I see any of this blue? Like, am I seeing this, or no?",2,,,Burrow's End
35668,1450,Aabria,Aabria," You're like, give me a medicine- ",2,,(Jasper laughs),Burrow's End
35669,1451,Jasper,Jasper, Yikes.,2,,,Burrow's End
35670,1452,Aabria,Aabria," To try to, you know, get the cut right so you can get an eye",2,,,Burrow's End
35671,1453,Aabria,Aabria,line.,2,,,Burrow's End
35672,1454,Jasper,Jasper," Okay, medicine, that is 17.",2,,,Burrow's End
35673,1455,Aabria,Aabria," Yeah, I think the way you sort of hack into this, like,",2,,,Burrow's End
35674,1456,Aabria,Aabria,"vertebrae, once you sort of break through the bony, spiny-ness of it",2,,,Burrow's End
35675,1457,Aabria,Aabria,"all, you see what is essentially like a trickling little stream you see",2,,,Burrow's End
35676,1458,Aabria,Aabria,what is essentially like a trickling little stream of cerebral spinal,2,,,Burrow's End
35677,1459,Aabria,Aabria,"fluid coming through it that glows faintly blue, and at its source, you",2,,,Burrow's End
35678,1460,Aabria,Aabria,"see this massive blue field, pool, something.",2,,,Burrow's End
35679,1461,Jasper,Jasper," Heck, yeah, okay.",2,,,Burrow's End
35680,1462,Aabria,Aabria," The bear, as a reaction, is going to roar. ",2,,(muffled bear roar),Burrow's End
35681,1463,Aabria,Aabria,"Everyone inside the bear, I need you to make a DC 17 Wisdom saving",2,,,Burrow's End
35682,1464,Aabria,Aabria,throw.,2,,,Burrow's End
35683,1465,Jasper,Jasper, Oof.,2,,,Burrow's End
35684,1466,Siobhan,Siobhan," Oh, boy",2,,,Burrow's End
35685,1467,Brennan,Brennan," Bless, Bless.  ",2,,(magical whoosh)(dice rattling),Burrow's End
35686,1468,Jasper,Jasper," Yes, hell, yeah, okay, dice are finally, 22 for me.",2,,,Burrow's End
35687,1469,Aabria,Aabria, Just let me know if you didn't make it.,2,,,Burrow's End
35688,1470,Izzy,Izzy, I didn't.,2,,,Burrow's End
35689,1471,Erika,Erika, I did not.,2,,,Burrow's End
35690,1472,Brennan,Brennan, Didn't.,2,,,Burrow's End
35691,1473,Siobhan,Siobhan, I did not.,2,,,Burrow's End
35692,1474,Rashawn,Rashawn," 12, no.",2,,,Burrow's End
35693,1475,Aabria,Aabria," 12, did anyone miss it by five or more? Keep your hand up.",2,,,Burrow's End
35694,1476,Rashawn,Rashawn, Was it 17?,2,,,Burrow's End
35695,1477,Aabria,Aabria," Yeah, you're right there. Okay, all of you are going to take-",2,,,Burrow's End
35696,1478,Siobhan,Siobhan, I have such good wisdom.,2,,,Burrow's End
35697,1479,Aabria,Aabria," Oh, no,  did you use Bless on that?",2,,(laughs),Burrow's End
35698,1480,Siobhan,Siobhan, I used everything. I rolled a two.,2,,,Burrow's End
35699,1481,Aabria,Aabria," Oh, no. Okay, all of you are gonna take five points of thunder",2,,,Burrow's End
35700,1482,Aabria,Aabria,damage.,2,,,Burrow's End
35701,1483,Aabria,Aabria," Anyone that missed it by five or more, so this excepts you.",2,,,Burrow's End
35702,1484,Aabria,Aabria,Everyone else is now deafened until the start of their next turn.,2,,,Burrow's End
35703,1485,Aabria,Aabria, As its entire chest cavity fills with a roar ,2,,(players groaning)(bear,Burrow's End
35704,1486,Aabria,Aabria," that causes you to throw your hands over your ears, and all you",2,,roars),Burrow's End
35705,1487,Aabria,Aabria,can hear is your own heartbeat in your ears.,2,,,Burrow's End
35706,1488,Jasper,Jasper," Because of Zephyr Strike, whenever I make an attack against a",2,,,Burrow's End
35707,1489,Jasper,Jasper,"creature, I get an extra 30 feet of movement, so boom, let's go further",2,,,Burrow's End
35708,1490,Jasper,Jasper,in.,2,,,Burrow's End
35709,1491,Aabria,Aabria, All right.,2,,,Burrow's End
35710,1492,Jasper,Jasper," Reaction, Rebuke the Violent against the bear.",2,,,Burrow's End
35711,1493,Jasper,Jasper," Hey, there we go.",2,,,Burrow's End
35712,1494,Aabria,Aabria, Let's go.,2,,,Burrow's End
35713,1495,Brennan,Brennan," Just sitting here, deafened and grabbed by parasitic worms, and",2,,,Burrow's End
35714,1496,Brennan,Brennan,"I just go,",2,,,Burrow's End
35715,1497,Tula,Brennan, Knock it off!,2,,,Burrow's End
35716,1498,Brennan,Brennan," Wisdom save, wisdom save.",2,,,Burrow's End
35717,1499,Aabria,Aabria," Okay, wisdom save.",2,,,Burrow's End
35718,1500,Brennan,Brennan, DC is pretty low.,2,,,Burrow's End
35719,1501,Aabria,Aabria, Does an 11 make it?,2,,,Burrow's End
35720,1502,Brennan,Brennan," 11 exactly makes it, but it's still half damage.",2,,,Burrow's End
35721,1503,Aabria,Aabria," Okay, go ahead and roll that sweet, sweet-",2,,,Burrow's End
35722,1504,Brennan,Brennan," Or it's the damage, it's half of the damage it just did with",2,,,Burrow's End
35723,1505,Brennan,Brennan,that attack.,2,,,Burrow's End
35724,1506,Aabria,Aabria," Okay, then yeah, it's gonna take a little more, and you",2,,,Burrow's End
35725,1507,Aabria,Aabria,"actually, everyone feels this thing shift as it staggers. It is looking",2,,,Burrow's End
35726,1508,Aabria,Aabria,very rough.,2,,,Burrow's End
35727,1509,Izzy,Izzy," We get half of our damage, or-",2,,,Burrow's End
35728,1510,Aabria,Aabria," No, the bear just took a bunch of damage as Tula yelled, ""Knock",2,,,Burrow's End
35729,1511,Aabria,Aabria,"it off.""",2,,,Burrow's End
35730,1512,Jasper,Jasper, Knock it off. ,2,,(laughs),Burrow's End
35731,1513,Brennan,Brennan, Knock it off.,2,,,Burrow's End
35732,1514,Aabria,Aabria, To a bear? Just not happy about dying.,2,,,Burrow's End
35733,1515,Brennan,Brennan," This is my magic, okay?",2,,,Burrow's End
35734,1516,Siobhan,Siobhan, I can't hear anything-,2,,,Burrow's End
35735,1517,Rashawn,Rashawn," Which is very like, sleepover energy, everyone, just go to bed.",2,,,Burrow's End
35736,1518,Siobhan,Siobhan, But I feel like Mom is mad.,2,,,Burrow's End
35737,1519,Brennan,Brennan, Go to bed.,2,,,Burrow's End
35738,1520,Jasper,Jasper, Knock that off!,2,,,Burrow's End
35739,1521,Brennan,Brennan," Everyone, go to bed.",2,,,Burrow's End
35740,1522,Aabria,Aabria, Go to bed.,2,,,Burrow's End
35741,1523,Izzy,Izzy, Right now?,2,,,Burrow's End
35742,1524,Izzy,Izzy, It's 6:30.,2,,,Burrow's End
35743,1525,Aabria,Aabria," Go ahead, you have 30 more feet of movement. This is absolutely",2,,,Burrow's End
35744,1526,Aabria,Aabria,difficult terrain since you're moving through a body.,2,,,Burrow's End
35745,1527,Jasper,Jasper," That, of course, yeah.",2,,,Burrow's End
35746,1528,Aabria,Aabria," So I'm going to move you 15 more feet forward, and you are just",2,,,Burrow's End
35747,1529,Aabria,Aabria,sort of lost to vision. I'm gonna have you hold onto your mini until,2,,,Burrow's End
35748,1530,Aabria,Aabria,"you, yeah, get there.",2,,,Burrow's End
35749,1531,Siobhan,Siobhan, We're in a forest. Does that mean that he doesn't have,2,,,Burrow's End
35750,1532,Siobhan,Siobhan,difficult terrain?,2,,,Burrow's End
35751,1533,Jasper,Jasper, I feel like the bear's spine is probably not count as the,2,,,Burrow's End
35752,1534,Jasper,Jasper,forest-,2,,,Burrow's End
35753,1535,Siobhan,Siobhan," Well, you know- ",2,,(group discussing and rule-lawyer-ing),Burrow's End
35754,1536,Aabria,Aabria, I respect the effort. I'm gonna give you inspiration for making,2,,,Burrow's End
35755,1537,Aabria,Aabria,"the wildest ask that made me go, ""I mean."" ",2,,(Inspirational music),Burrow's End
35756,1538,Erika,Erika, Are you fighting for something to be terrain that probably,2,,,Burrow's End
35757,1539,Erika,Erika,shouldn't be? Call Iyengar Mulligan.,2,,,Burrow's End
35758,1540,Aabria,Aabria," We've added a new partner, it's all I'm saying.",2,,,Burrow's End
35759,1541,Brennan,Brennan, Thompson's been partner track for a long time. We're really,2,,,Burrow's End
35760,1542,Brennan,Brennan,excited. ,2,,(laughs),Burrow's End
35761,1543,Aabria,Aabria," It's really nice, she's a diversity hire, but we like it.",2,,,Burrow's End
35762,1544,Siobhan,Siobhan," Yeah, yeah, I am.  The only non DM that they've",2,,(group laughs),Burrow's End
35763,1545,Siobhan,Siobhan,hired. ,2,,(group laughs),Burrow's End
35764,1546,Aabria,Aabria," Again, a diversity hire. ",2,,(group laughs),Burrow's End
35765,1547,Siobhan,Siobhan, Me and a dog for some reason.,2,,,Burrow's End
35766,1548,Rashawn,Rashawn, On a bench.,2,,,Burrow's End
35767,1549,Siobhan,Siobhan, There's a dog there.,2,,,Burrow's End
35768,1550,Aabria,Aabria," All right, we're gonna scramble up and attack way more of you",2,,,Burrow's End
35769,1551,Aabria,Aabria,now.,2,,,Burrow's End
35770,1552,Brennan,Brennan," Attack me, not my kids, you-",2,,,Burrow's End
35771,1553,Aabria,Aabria," Yeah, I hear you, but you're pretty well grappled.",2,,,Burrow's End
35772,1554,Siobhan,Siobhan, And I am prone.,2,,,Burrow's End
35773,1555,Aabria,Aabria," And this one, you're gonna see, takes a big leap up, and it's",2,,,Burrow's End
35774,1556,Aabria,Aabria,starting to move up the spine and sees Thorn disappear-,2,,,Burrow's End
35775,1557,Rashawn,Rashawn, It's spider-walking up the spine?,2,,,Burrow's End
35776,1558,Aabria,Aabria, It is up here now.,2,,,Burrow's End
35777,1559,Rashawn,Rashawn, That is crazy-,2,,,Burrow's End
35778,1560,Siobhan,Siobhan, Nasty.,2,,,Burrow's End
35779,1561,Aabria,Aabria, And it's making its way to you. All right.,2,,,Burrow's End
35780,1562,Siobhan,Siobhan, Absolutely nasty.,2,,,Burrow's End
35781,1563,Aabria,Aabria," We're gonna get an attack with advantage against Jaysohn, a",2,,,Burrow's End
35782,1564,Aabria,Aabria,"natural one, thank God. Does a 12 hit?",2,,,Burrow's End
35783,1565,Siobhan,Siobhan, No.,2,,,Burrow's End
35784,1566,Aabria,Aabria," Oh, it,  you know what? There's no reason that shouldn't",2,,(laughs),Burrow's End
35785,1567,Aabria,Aabria,"have worked, so I'm just gonna say, this little chipmunk rocks up to",2,,,Burrow's End
35786,1568,Aabria,Aabria,"you, slips on a puddle of blood that also kind of got you, and lands ass",2,,,Burrow's End
35787,1569,Aabria,Aabria,over teakettle right next to you.,2,,,Burrow's End
35788,1570,Jaysohn,Siobhan," See, it's slippery.",2,,,Burrow's End
35789,1571,Siobhan,Siobhan, She can't hear anything that I'm saying.,2,,,Burrow's End
35790,1572,Aabria,Aabria," He kind of gestures over to his friends, like,  ",2,,(chirps)(group,Burrow's End
35791,1573,Aabria,Aabria," fully having missed, and another one's gonna go-",2,,laughs),Burrow's End
35792,1574,Jasper,Jasper, I feel like we could just have a chat with this chipmunks and be,2,,,Burrow's End
35793,1575,Jasper,Jasper,"like, ""Yo, guys, why are we doing this?""",2,,,Burrow's End
35794,1576,Aabria,Aabria," Lila, does a 14 hit you?",2,,,Burrow's End
35795,1577,Izzy,Izzy, Exactly.,2,,,Burrow's End
35796,1578,Aabria,Aabria," Meets it, beats it. And you see this thing claws you for two",2,,,Burrow's End
35797,1579,Aabria,Aabria,"points of piercing damage, and it's going to attempt, just as the rest",2,,,Burrow's End
35798,1580,Aabria,Aabria,"of them, I need you to make an athletics or acrobatics check as it",2,,,Burrow's End
35799,1581,Aabria,Aabria,attempts to grapple you with its mouth proboscis. You've gotta beat a,2,,,Burrow's End
35800,1582,Aabria,Aabria,14.,2,,,Burrow's End
35801,1583,Izzy,Izzy, And I absolutely do with a 22.,2,,,Burrow's End
35802,1584,Aabria,Aabria," Amazing, what does it look like as you- ",2,,(dark music),Burrow's End
35803,1585,Izzy,Izzy, I grab this thing.,2,,,Burrow's End
35804,1586,Aabria,Aabria, You want to grab it?,2,,,Burrow's End
35805,1587,Aabria,Aabria," I'll let you grab it and you can do some damage, but it will",2,,,Burrow's End
35806,1588,Aabria,Aabria,keep you in melee with it and you might take a little damage back.,2,,,Burrow's End
35807,1589,Siobhan,Siobhan,  Do it.,2,,(whisper),Burrow's End
35808,1590,Aabria,Aabria, But now you have it,2,,,Burrow's End
35809,1591,Aabria,Aabria,,2,,(Jasper and Siobhan whispering 'Do it' over and over),Burrow's End
35810,1592,Izzy,Izzy," Okay, I'll do it. ",2,,(group laughs),Burrow's End
35811,1593,Izzy,Izzy, Something is telling me to- ,2,,(group laughs),Burrow's End
35812,1594,Aabria,Aabria, Something.,2,,,Burrow's End
35813,1595,Jasper,Jasper, Something.,2,,,Burrow's End
35814,1596,Aabria,Aabria," All right, you roll a D8, I'll roll a D4.",2,,,Burrow's End
35815,1597,Aabria,Aabria," All right, you take three points of piercing damage.",2,,,Burrow's End
35816,1598,Izzy,Izzy, Seven.,2,,,Burrow's End
35817,1599,Jasper,Jasper, Yes.,2,,,Burrow's End
35818,1600,Aabria,Aabria, Nice.,2,,,Burrow's End
35819,1601,Siobhan,Siobhan, Plus.,2,,,Burrow's End
35820,1602,Aabria,Aabria," So you actually see that this thing is, like, looking for",2,,,Burrow's End
35821,1603,Aabria,Aabria,"purchase on you and doesn't really have that, like, weak point 'cause",2,,,Burrow's End
35822,1604,Aabria,Aabria,"you've got it in your hands, and you see that, like, one of the bits of",2,,,Burrow's End
35823,1605,Aabria,Aabria,"this, like, ribbon-like tongue is trying to, like, burrow into the side",2,,,Burrow's End
35824,1606,Aabria,Aabria,"of your paw. So it's only three points of damage, but you have a better",2,,,Burrow's End
35825,1607,Aabria,Aabria,understanding- ,2,,(dark music stops),Burrow's End
35826,1608,Izzy,Izzy," Oh, I snapped my eraser in half. ",2,,(group laughs),Burrow's End
35827,1609,Aabria,Aabria," Hey, good, you know what, honestly-",2,,,Burrow's End
35828,1610,Brennan,Brennan," Welcome to my world, you know what I mean?",2,,,Burrow's End
35829,1611,Izzy,Izzy," Okay, but they can, like, kind of understand us, right?",2,,,Burrow's End
35830,1612,Aabria,Aabria, Give me an insight check.,2,,,Burrow's End
35831,1613,Jasper,Jasper, Ooh. Come on.,2,,,Burrow's End
35832,1614,Izzy,Izzy, Can it be investigation?,2,,,Burrow's End
35833,1615,Izzy,Izzy," Cocked.  Help me, help me, God.",2,,(dice rattling),Burrow's End
35834,1616,Jasper,Jasper, I'm sure it'll be fine. ,2,,(laughs),Burrow's End
35835,1617,Izzy,Izzy," Okay, okay.",2,,,Burrow's End
35836,1618,Erika,Erika," No, that's, no.",2,,,Burrow's End
35837,1619,Jasper,Jasper," That's, that's-",2,,,Burrow's End
35838,1620,Izzy,Izzy, It's mostly on the 20. ,2,,(group laughs),Burrow's End
35839,1621,Jasper,Jasper," Cocked, that's definitely cocked.",2,,,Burrow's End
35840,1622,Izzy,Izzy, Aabria.,2,,,Burrow's End
35841,1623,Izzy,Izzy, That is a natural 20.,2,,,Burrow's End
35842,1624,Aabria,Aabria," If you let me give you three more points of damage, I'll let you",2,,,Burrow's End
35843,1625,Aabria,Aabria,use a cocked die as a 20.,2,,,Burrow's End
35844,1626,Erika,Erika,  I have never.,2,,(indignantly),Burrow's End
35845,1627,Izzy,Izzy, Done.,2,,,Burrow's End
35846,1628,Aabria,Aabria, Done?,2,,,Burrow's End
35847,1629,Jasper,Jasper," Done, done.",2,,,Burrow's End
35848,1630,Erika,Erika, Everything's for sale at this table.,2,,,Burrow's End
35849,1631,Aabria,Aabria," Look, I'm enjoying my time here. Okay, with a natural 20 on",2,,,Burrow's End
35850,1632,Aabria,Aabria,"investigation, what are you trying to understand in this moment?",2,,,Burrow's End
35851,1633,Izzy,Izzy," If I can, like, talk some sense into this girl. ",2,,(group laughs),Burrow's End
35852,1634,Aabria,Aabria," So the one in front of you, you understand that, like, it's",2,,,Burrow's End
35853,1635,Aabria,Aabria,"getting in sort of broad stokes what's going on, though the language",2,,,Burrow's End
35854,1636,Aabria,Aabria,"barrier is there. The analogy sort of above game would be, like, trying",2,,,Burrow's End
35855,1637,Aabria,Aabria,"to, like, chasten a dog where you're like, ""I know this dog doesn't",2,,,Burrow's End
35856,1638,Aabria,Aabria,"understand, like, don't poop in this specific instance, but it",2,,,Burrow's End
35857,1639,Aabria,Aabria,"understands, like, you've done something wrong in this moment."" So",2,,,Burrow's End
35858,1640,Aabria,Aabria,"you're sort of seeing it, like, the difference in intellect between the",2,,,Burrow's End
35859,1641,Aabria,Aabria,"two. So this thing is pretty smart. It's smart enough to have, with its",2,,,Burrow's End
35860,1642,Aabria,Aabria,"friends, moved into a bear, figured out how to keep it alive enough that",2,,,Burrow's End
35861,1643,Aabria,Aabria,they are now moving through the woods safely in a den of their own,2,,,Burrow's End
